9	1000
17	1001
15	1002
21	1003
16	1004
14	1005
17	1006
13	1007
14	1008
11	1009
16	1010
13	1011
12	1012
15	1013
15	1014
13	1015
12	1016
13	1017
9	1018
11	1019
10	1020
8	1021
13	1022
11	1023
11	1024
17	1025
15	1026
14	1027
16	1028
8	1029
11	1030
11	1031
11	1032
10	1033
16	1034
10	1035
9	1036
13	1037
12	1038
13	1039
16	1040
14	1041
9	1042
15	1043
13	1044
15	1045
12	1046
14	1047
11	1048
9	1049
9	1050
7	1051
13	1052
12	1053
12	1054
15	1055
11	1056
14	1057
10	1058
16	1059
9	1060
8	1061
18	1062
9	1063
15	1064
13	1065
15	1066
13	1067
11	1068
12	1069
9	1070
9	1071
7	1072
17	1073
10	1074
11	1075
6	1076
5	1077
12	1078
11	1079
14	1080
7	1081
9	1082
10	1083
9	1084
16	1085
8	1086
11	1087
10	1088
9	1089
6	1090
12	1091
7	1092
8	1093
7	1094
10	1095
12	1096
15	1097
4	1098
10	1099
10	1100
13	1101
6	1102
11	1103
10	1104
17	1105
8	1106
8	1107
10	1108
7	1109
8	1110
11	1111
6	1112
7	1113
5	1114
8	1115
10	1116
7	1117
12	1118
8	1119
3	1120
9	1121
9	1122
6	1123
5	1124
4	1125
5	1126
9	1127
6	1128
6	1129
5	1130
6	1131
6	1132
9	1133
4	1134
7	1135
3	1136
6	1137
2	1138
5	1139
5	1140
3	1141
3	1142
11	1143
6	1144
4	1145
4	1146
5	1147
5	1148
6	1150
4	1151
6	1152
6	1153
6	1154
6	1155
2	1156
1	1157
6	1158
4	1159
5	1160
5	1161
3	1162
1	1163
7	1164
3	1165
4	1166
2	1167
1	1168
3	1169
8	1170
1	1171
5	1172
4	1173
3	1174
4	1175
5	1176
3	1177
5	1178
1	1179
2	1180
4	1181
4	1182
5	1183
2	1184
1	1185
3	1186
4	1187
3	1188
2	1189
1	1190
1	1191
1	1192
4	1193
1	1194
1	1195
4	1196
3	1197
3	1198
2	1199
1	1200
2	1201
3	1202
2	1203
2	1204
1	1205
1	1206
3	1207
2	1208
1	1209
2	1210
2	1212
2	1213
4	1214
3	1215
2	1216
4	1217
2	1218
1	1219
2	1221
1	1222
2	1223
3	1225
2	1226
2	1227
2	1228
1	1230
3	1231
2	1233
2	1234
3	1235
2	1236
1	123641307
1	123641496
1	123641498
1	1237
2	1238
3	1242
1	1243
1	1244
1	1245
1	1249
1	1253
1	1254
1	1256
1	1259
1	1260
2	1262
2	1265
1	1267
2	1268
1	126984935
1	126984946
1	126984966
1	126984983
2	126985014
1	126985050
1	126985052
1	126985072
1	126985081
2	126985084
2	126985085
1	126985092
1	126985095
1	126985099
1	126985102
1	126985108
1	126985110
1	126985116
1	126985133
1	126985144
1	126985145
1	126985151
1	126985164
1	126985167
1	126985170
1	126985172
1	126985173
1	126985180
1	126985181
1	126985183
1	126985185
1	126985191
1	126985194
1	126985201
1	126985215
1	126985217
1	126985221
1	126985224
2	126985232
1	126985263
1	126985272
1	126985273
1	126985278
1	126985279
1	126985286
1	126985289
1	126985296
1	126985302
2	126985320
1	126985324
1	126985327
1	126985330
1	126985333
1	126985340
1	126985342
1	126985359
2	126985361
1	126985365
1	126985372
1	126985373
1	126985387
1	126985395
1	126985406
1	126985416
1	126985420
1	126985428
1	126985431
1	126985439
1	126985469
1	126985478
1	126985480
1	126985484
1	126985552
1	126985607
1	126985629
1	1270
1	1273
1	1275
1	1279
1	1292
1	1298
1	1316
1	1319
1	1326
1	1335
1	1343
1	1362
1	359
1	363
1	364
1	365
1	368
1	371
1	378
1	383
1	386
1	387
1	389
1	407
1	419
1	420
1	421
1	422
1	423
1	425
1	432
1	433
1	434
2	435
1	438
2	439
2	440
1	441
1	442
3	444
1	445
1	447
1	449
2	450
1	451
3	453
1	455
1	456
1	457
3	458
2	461
2	462
3	463
1	465
1	466
1	467
1	468
3	469
1	470
3	472
2	474
3	475
1	476
1	477
1	478
1	479
2	480
1	482
1	483
4	484
2	485
1	486
2	487
1	488
2	489
3	490
1	491
3	492
1	494
2	495
5	496
2	497
3	498
3	500
2	502
1	503
5	504
4	505
1	506
2	507
3	508
1	509
3	510
3	511
3	512
4	513
2	514
5	515
1	516
2	517
1	518
5	519
2	520
8	521
4	522
4	523
1	524
4	525
7	526
4	527
3	528
4	529
5	530
4	531
1	532
4	533
2	534
6	535
3	536
3	537
4	538
5	540
4	541
2	542
3	543
4	544
3	545
4	546
5	547
2	548
2	549
4	550
3	551
4	552
2	553
6	554
4	555
3	556
6	557
5	558
4	559
2	560
5	561
2	562
4	563
4	564
7	565
2	566
2	567
6	568
5	569
7	570
8	571
5	572
6	573
2	574
4	575
8	576
3	577
7	578
9	579
7	580
11	581
3	582
6	583
6	584
6	585
6	586
6	587
6	588
7	589
1	589160
3	590
7	591
6	592
8	593
4	594
9	595
3	596
3	597
6	598
6	599
12	600
4	601
8	602
3	603
6	604
4	605
6	606
6	607
4	608
2	609
7	610
6	611
9	612
5	613
10	614
8	615
5	616
9	617
6	618
9	619
5	620
11	621
6	622
8	623
7	624
6	625
7	626
7	627
6	628
4	629
6	630
2	631
8	632
6	633
5	634
3	635
8	636
6	637
7	638
6	639
7	640
13	641
2	642
8	643
4	644
6	645
7	646
13	647
3	648
11	649
10	650
4	651
5	652
6	653
6	654
13	655
4	656
10	657
5	658
9	659
10	660
3	661
5	662
3	663
4	664
3	665
8	666
8	667
4	668
7	669
9	670
4	671
7	672
4	673
7	674
5	675
5	676
4	677
8	678
5	679
8	680
5	681
9	682
4	683
2	684
6	685
5	686
8	687
7	688
7	689
3	690
4	691
5	692
6	693
5	694
8	695
8	696
6	697
4	698
5	699
7	700
6	701
2	702
10	703
2	704
7	705
3	706
6	707
4	708
5	709
2	710
1	711
8	712
4	713
1	714
4	715
6	716
4	717
7	718
5	719
3	720
1	72027394
1	72027421
1	72027427
1	72027494
4	721
9	722
4	723
7	724
4	725
2	726
9	727
5	728
